genesymbols	EXM	Prim
HMOX1	867.257873149413	9121.34973904937
HOPX	271.591299802531	10875.836672885
HOXB2	485.299420705534	12.9179285803226
HPCAL1	155.994784619319	3494.13938921786
HSD11B2	26.1840274049668	1212.21449637469
HSD17B1	40.6624949995535	1463.93176360464
HSD3B1	10.8821801891591	429.795403016091
HSPB1	2363.81693738377	48974.572494707
HSPB8	848.041906388867	13083.0912875353
HTRA3	4153.29040834364	339.3061716786
ID1	14549.9587000397	1046.54055065375
ID2	2964.69450979963	676.676128849743
ID3	2810.45840779338	256.81586595032
IER2	1795.23388570614	7001.63423985091
IFI6	14899.720373351	1710.54779699568
IFRD1	667.163246061566	5596.25935943905
IGFBP2	24664.5773012658	3104.79341322672
IGFBP5	24418.2539041895	212.210287739277
IGFBP7	2510.10280510541	27.3422771382277
IGFBPL1	1652.1398671439	26.7679751267542
IL36RN	29.596255577783	988.659600177939
INHBA	3823.40908399677	35.2158607444061
ITGA1	22.7774750915349	416.588821231657
ITGB5	4447.02873806139	175.924997928046
ITGB6	1322.79671755938	12.2051666317074
ITM2C	5594.71269728082	764.624162718633
JUN	1938.55053874507	60.3484003621879
KAZN	222.264108375014	1731.71290814311
KCNK12	1343.64616769495	21.34861009581
KCNMA1	2544.17622626931	32.5434271300933
KCNN4	20.9917827518588	1102.28352321591
KCTD1	793.364342378111	20.0994119982562
KHK	18.2485797579983	1432.75382465842
KIAA0040	84.4126420930727	2136.90595986804
KIF13A	401.649480593889	1138.3545732675
KIF26B	1766.7725620922	24.0234841739167
KMT2C	715.525557318739	2786.13681297673
KRT23	190.851841283097	8282.85798667942
KRT80	90.2309692355734	4780.76368208313
LAMA1	3171.81742865114	905.791146190973
LAYN	812.376813020906	25.817602184392
LGALS16	39.2775610851544	1175.20349025633
LGALSL	189.369427972733	3646.29816582561
LIMCH1	2719.08715824114	316.746534521709
LINGO1	1391.85606366663	35.6080910844128
LMO2	6.48999681930016	617.218850906349
LOXL2	3266.31552277912	64.426917417233
LRATD2	6592.91192983879	461.783757156727
LRP1	3283.74131043657	533.81561881229
LRRN1	1329.09768801502	52.8988576992571
LRRN4	1960.37281127133	39.0186672405002
LUM	1302.35855593863	26.589299914837
LY6K	1868.14998455265	47.3516526733367
LYN	643.589705887838	2313.56084744099
LYPD3	81.8517648881261	2686.56351879177
LYPD5	26.5941116806373	1099.86739353167
LYPD6B	1050.35248452232	105.286809023084
MAFB	1253.96948203418	25.4936783301481
MAFF	279.475841025953	2500.93700230073
MAFK	402.879061582965	4709.77107885189
MAGI1	129.175804569609	1278.97733264931
MAN1A1	649.114381080648	15.2643080178355
MAN1A2	275.95374755283	2968.97305993492
MANBA	3373.14967152827	146.480586210121
MAP7	635.737955461684	2962.90485862917
MAPK4	1199.20862805191	114.835080850355
MARCKS	1934.73818807935	439.476441697862
MAST4	73.982275337178	670.553417655167
MBNL3	526.259461985753	3893.69860944519
MED13	216.285440347606	1753.78042608745
MEIS1	1618.64690067262	26.5943937840166
MEIS2	999.449298529952	22.8336535635251
METRNL	558.320642195352	3881.17150002527
MEX3D	816.957921170317	3757.88222255579
MFGE8	2074.86229970689	560.854963823108
MFSD13A	59.2883340702122	942.42443844893
MGAT4A	49.2555695041855	793.014452139698
MICAL3	1291.37962863386	36.3784452020624
MICALL2	69.0908692308732	1539.23071508344
MIDN	1130.70339788278	7471.45888398947
MKNK2	609.543819705522	2571.62547592593
MLLT1	956.806736376339	4071.23873414259
MME	83.6561337883143	464.356615003978
MMP2	28178.8877076833	3972.93883188172
MPDZ	941.108494942964	51.7993083275896
MPP1	92.2712659821593	1693.03522894978
MRC2	653.515381491165	9.21209670469007
MREG	46.7817396640055	580.990017866271
MRGPRX1	108.418573736969	2928.00309513035
MTUS2	1194.80907163949	17.3190803360845
MUC15	60.8205566578927	1852.38589690705
MXD1	168.133502675217	2414.81772375136
MXI1	855.154180150327	33.6266090203546
MXRA5	1153.18712795248	15.6830551281086
MYL9	2604.87282776672	460.415696105856
MYO10	445.604810433597	3300.71352538867
MYO6	789.018177270656	2322.03743356627
MYRF	732.029837097039	14.0488369346109
NABP1	686.736680165426	2124.07042256116
NATD1	307.652779056911	2032.98100186609
NAV1	1041.8712423675	120.038269701487
NCOA3	757.087089829183	3944.23363892948
NCOA4	561.652023817756	2805.32132187973
NDRG1	3753.93395188259	460.516913327398
NECTIN3	484.188367162278	5977.34987425953
NECTIN4	446.878800108364	1853.82366169135
NEDD4L	445.883414280375	1753.15000538039
NES	1305.98345756237	11.440039683541
NEURL1	152.76613348547	5673.46775666148
NFATC4	600.911000152433	17.3767149131933
NFE2L3	16.2072982636763	796.914275295106
NHSL1	122.018580143133	718.862903062746
NIBAN2	515.854207252015	3082.47285377028
NID2	1576.3243300862	44.6850432451764
NKAP	1241.96556137276	76.3707190916844
NLGN2	945.204431455199	50.8384460545466
NNAT	2579.62159336279	22.0405453331616
NOCT	1495.62214301266	166.585503841472
NOG	4295.94498718562	44.1331529001111
NOL4L	833.185604859905	34.0045006331432
NOTCH1	259.428095302328	2164.01824994559
NPB	29.9637951499918	970.076437197949
NSF	192.801882346371	1372.11810458638
NUCB2	314.861547215603	3997.89698454231
NUPR1	69.3070541878184	4880.79918383454
NUS1	325.095684164428	1857.46592888505
OBSCN	2268.32373418766	153.089415262806
ODF3B	1466.01864206908	24.1612906843398
OTUB2	33.992061906402	1071.78947286517
OVOL1	216.762668010649	3118.97333504259
OVOL2	692.345951595731	13.1122912839423
P4HA1	2431.43327879135	84.3133858843163
PACSIN2	1064.00903752167	2747.2906275971
PALLD	2339.68748147572	72.9882747416407
PALM2.AKAP2	1419.82767907684	158.277133526058
