genesymbols	EXM	Prim	CTB
DLK2	623.27347295788	4.56858109663413	39.1806514948413
DLL1	280.792477228306	40.2939334618591	972.544327698194
DLX2	1263.03309313592	13.6384036868063	353.871511573098
DLX4	68.0330257427598	141.34776314088	1117.89486492576
DNAJB9	222.878781398996	1428.75098126149	463.151753050805
DNAJC3	252.253827336708	1244.80623160426	470.896357310347
DNMT3B	601.278781718347	416.294432777493	3234.22130457378
DOCK5	87.0696552613566	105.201715690379	3011.84659092008
DOK4	9083.87043961467	271.144163955008	4357.66829056188
DPP7	792.54212579752	127.446011494067	2692.0168215254
DPPA3	2.64893577417152	11.6062411110602	260.012963166369
DPYSL3	2824.29875439538	24.7721154249479	56.0707882623637
DSC3	24.7450682825228	14.9698434189504	266.280757376814
DTL	79.683457336817	16.3102245484246	601.723496617677
DYSF	97.580194159939	2866.04329281426	325.982911254845
E2F2	8.93695902324549	12.6353386527051	201.967711674375
E2F7	31.0195537363074	19.7507083342043	194.083124368758
EAF1	492.165757016654	2156.78078702077	1886.6949568868
ECE1	4853.50429317408	471.988736333622	3245.05643254708
EDEM1	336.361996638941	1400.4935541265	1708.0066314598
EDIL3	468.746156239266	6.00219732227868	21.4408798213648
EDNRA	597.559972611071	6.34690222150486	18.3148087766678
EEPD1	55.6093279645955	1908.64674034461	99.6504726940374
EFNB1	1638.81447350548	81.2631228295799	1477.49571061633
EFNB2	1947.56128352472	149.276978908781	748.938841127959
EGR1	1409.47721135614	216.318537957532	5638.6532506752
EHD1	504.378593320959	3521.06931474518	947.581417523976
EHD2	592.858089007334	15.6579997784712	299.627272830874
EIF2B2	185.832145065387	1852.13998581287	383.807992938265
ELF5	6.19705484891693	38.1105637111207	549.61672233522
ELL	275.211214989504	928.940665792833	779.749093026472
EMILIN2	4023.52394942696	159.955756072094	2239.03249589375
EMP2	1612.61787634133	85.7312214828697	917.161433147575
EMP3	442.545855680179	9.33532082164472	128.304105202553
ENGASE	84.380414262074	1236.55179724203	285.562283689609
ENPEP	4407.21798373882	177.059707385373	1325.04075171914
ENTPD2	40.7410628682422	17.5496012330243	192.451369226763
EPB41L3	836.797368993129	4057.1891440937	962.633730603765
EPHA1	570.64428398806	24.5101158260498	363.706205923864
EPHB4	1157.49683382357	3837.6131621996	2354.38917755478
EPHB6	450.219522295347	5.21418981630167	12.9458660726249
EPO	250.960053390787	74.1278458406386	1419.80535154481
EPS8L1	1811.63312019357	3249.02524966488	3364.72983296494
EPSTI1	866.175474432058	20.0357508236655	208.981961912869
ERN1	114.45594125636	778.129983471606	644.063085880534
ERVFRD.1	40.9186630086666	993.576050872097	123.584983529908
ERVMER34.1	42.6387918378269	121.121674114891	1984.60939937533
ERVV.1	190.992762347311	9102.75099260606	816.78617693015
ERVV.2	412.408820564894	11668.5345003689	1275.39615373827
ESPL1	202.093689330388	44.4038713649198	1000.88123025978
ESRRG	58.4727404787176	1221.44531818831	605.261034583664
ETV4	22.5282111403525	1106.30196338165	56.8973258444647
EVL	591.568885666676	209.698796630178	2705.58952443053
EYA1	721.697241413123	16.0701884614057	214.049240428692
FABP5	30.9859867571213	54.9158811326094	795.083878243856
FABP7	5.58349299037431	26.4772685661608	403.707899880853
FADS3	47.2008936529254	1546.97792633933	304.526422503115
FAM102A	563.926648619151	2985.25387025972	508.629679138
FAM110B	801.396314378471	21.6613842362803	233.533896546723
FAM114A1	1044.40542053373	57.2777965524082	891.349908903941
FAM131A	131.088328152791	521.623958631122	310.137503630246
FAM162A	657.652566951512	176.787431345997	3947.36456872837
FAM189A2	88.7581605811788	37.8526271780137	877.292029251824
FAM214A	138.67298969859	1374.9313809413	467.75345129412
FAM49A	121.388906915504	2776.08313778399	762.160210197931
FAM83F	36.4204856502281	726.223071886196	119.955824028105
FAM83G	230.849421475229	882.441919042625	405.372102882427
FAR2	24.4780893297314	764.70187837434	221.337094692662
FARP1	2516.11552340337	23.4910548619197	214.911781862056
FBF1	99.1657057491801	56.2478519472375	589.394152292097
FBN2	1630.35139992698	133.126417094468	1435.77889667795
FBRS	683.377488019586	2388.49404417626	1850.33624084418
FBXO17	968.54640503232	22.6330770091987	759.171076793228
FBXO2	466.42028481404	8.52522467167763	63.0851599426375
FDX1	111.639662414797	735.863636449579	226.894962602793
FGD5	1281.22004706155	36.5786820959588	753.891211538053
FGD6	157.815046426528	589.391744862879	545.367343574999
FHDC1	163.560993882866	7592.28556229328	2867.42841334169
FHOD3	851.352257339395	5.21331879313699	10.4300521151951
FIBCD1	6.58737841830598	567.522160707415	13.046270049285
FIGNL2	949.968642449054	53.0194986573728	922.810156131852
FIP1L1	354.918964861987	1340.9297249051	1051.05336053424
FLNC	4195.8906650316	1377.63502226295	312.162353662913
FMN1	52.4425994062643	18.264809816426	668.817936689515
